id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,ear_t,ear_f,ear_m,ear_agr,ear_ind,ear_sev
3_3_39_0,2011,Urban,3,India,3,Punjab,39,Shahid Bhagat Singh Nagar,4.4,1.3,5.2,,4.7,3.8
3_3_40_0,2011,Rural,3,India,3,Punjab,40,Fatehgarh Sahib,5.600000000000001,2.5,5.7,4.2,6.600000000000001,9.200000000000001
3_3_40_0,2011,Total,3,India,3,Punjab,40,Fatehgarh Sahib,5.4,4.9,5.5,4.2,6.800000000000001,7.4
3_3_40_0,2011,Urban,3,India,3,Punjab,40,Fatehgarh Sahib,5.100000000000001,11.2,4.7,,7,4.5
3_3_41_0,2011,Rural,3,India,3,Punjab,41,Ludhiana,4.5,2.9,4.5,4.4,4.3,5.600000000000001
3_3_41_0,2011,Total,3,India,3,Punjab,41,Ludhiana,4.9,5.5,4.800000000000001,4.4,4.7,5.600000000000001
3_3_41_0,2011,Urban,3,India,3,Punjab,41,Ludhiana,5.100000000000001,5.9,5,,4.800000000000001,5.600000000000001
3_3_42_0,2011,Rural,3,India,3,Punjab,42,Moga,5.7,2.5,6.4,4.5,4.7,8.200000000000001
3_3_42_0,2011,Total,3,India,3,Punjab,42,Moga,5.600000000000001,2.3,6.4,4.5,5.5,6.9
3_3_42_0,2011,Urban,3,India,3,Punjab,42,Moga,5,1.4,5.9,,10.4,3.5
3_3_43_0,2011,Rural,3,India,3,Punjab,43,Firozpur,4,2.3,4.4,4.5,4.5,4.100000000000001
3_3_43_0,2011,Total,3,India,3,Punjab,43,Firozpur,4.600000000000001,2.9,5,4.5,5.300000000000001,5.5
3_3_43_0,2011,Urban,3,India,3,Punjab,43,Firozpur,6.2,4,7.100000000000001,,7.5,6.5
3_3_44_0,2011,Rural,3,India,3,Punjab,44,Muktsar,3.8,2.7,4,3.8,4.800000000000001,4.7
3_3_44_0,2011,Total,3,India,3,Punjab,44,Muktsar,3.8,2.4,4,3.8,4.9,3.7
3_3_44_0,2011,Urban,3,India,3,Punjab,44,Muktsar,3.7,1.6,4,,5.2,3
3_3_45_0,2011,Rural,3,India,3,Punjab,45,Faridkot,4.7,1.1,4.9,5.300000000000001,5.100000000000001,3.8
3_3_45_0,2011,Total,3,India,3,Punjab,45,Faridkot,4.800000000000001,2.9,5,5.300000000000001,5,5.7
3_3_45_0,2011,Urban,3,India,3,Punjab,45,Faridkot,6.100000000000001,10.8,5.4,4.7,4.3,10.1
3_3_46_0,2011,Rural,3,India,3,Punjab,46,Bathinda,4.600000000000001,2.9,4.7,4,4.800000000000001,6.100000000000001
3_3_46_0,2011,Total,3,India,3,Punjab,46,Bathinda,7,7.800000000000001,6.9,4,7.600000000000001,8.6
3_3_46_0,2011,Urban,3,India,3,Punjab,46,Bathinda,10.4,11.4,10.2,,10.1,10.4
3_3_47_0,2011,Rural,3,India,3,Punjab,47,Mansa,4.5,3.3,4.9,5,6.600000000000001,4
3_3_47_0,2011,Total,3,India,3,Punjab,47,Mansa,4.600000000000001,3.4,5,4.9,6.600000000000001,4.600000000000001
3_3_47_0,2011,Urban,3,India,3,Punjab,47,Mansa,5.4,3.8,6.600000000000001,4.5,,5.5
3_3_48_0,2011,Rural,3,India,3,Punjab,48,Patiala,3.7,1.9,4,4,4.2,3.9
3_3_48_0,2011,Total,3,India,3,Punjab,48,Patiala,8.1,10.5,7.600000000000001,4,7.7,10.4
3_3_48_0,2011,Urban,3,India,3,Punjab,48,Patiala,13.9,18,12.8,3.1,11.8,15.6
3_3_49_0,2011,Rural,3,India,3,Punjab,49,Amritsar,4.5,3.4,4.7,3.8,4.2,6.2
3_3_49_0,2011,Total,3,India,3,Punjab,49,Amritsar,5.2,4.4,5.300000000000001,3.8,4.4,6.600000000000001
3_3_49_0,2011,Urban,3,India,3,Punjab,49,Amritsar,5.9,5.4,6,3.1,4.7,6.800000000000001
3_3_50_0,2011,Rural,3,India,3,Punjab,50,Tarn Taran,4.4,2.2,4.9,4.2,4.5,4.4
3_3_50_0,2011,Total,3,India,3,Punjab,50,Tarn Taran,4.600000000000001,2.5,5,4.2,4.4,5
3_3_50_0,2011,Urban,3,India,3,Punjab,50,Tarn Taran,6.7,19.6,6.2,,3.7,8.800000000000001
3_3_51_0,2011,Rural,3,India,3,Punjab,51,Rupnagar,6.300000000000001,22.2,6.100000000000001,12.3,5.7,7.4
3_3_51_0,2011,Total,3,India,3,Punjab,51,Rupnagar,6.7,10.4,6.300000000000001,11.2,6,7.600000000000001
3_3_51_0,2011,Urban,3,India,3,Punjab,51,Rupnagar,7.300000000000001,9.5,6.7,3.9,6.800000000000001,7.9
3_3_52_0,2011,Rural,3,India,3,Punjab,52,Sahibzada Ajit Singh Nagar,4.9,,4.9,,4.600000000000001,6.600000000000001
3_3_52_0,2011,Total,3,India,3,Punjab,52,Sahibzada Ajit Singh Nagar,6.800000000000001,4.3,7.100000000000001,,6.300000000000001,7.4
3_3_52_0,2011,Urban,3,India,3,Punjab,52,Sahibzada Ajit Singh Nagar,8.1,4.3,8.6,,9.4,7.5
3_3_53_0,2011,Rural,3,India,3,Punjab,53,Sangrur,4.2,1.9,4.600000000000001,3.7,3.9,6.600000000000001
3_3_53_0,2011,Total,3,India,3,Punjab,53,Sangrur,4.3,4.100000000000001,4.4,3.7,3.9,5.9
3_3_53_0,2011,Urban,3,India,3,Punjab,53,Sangrur,4.7,6.5,4,3.2,4.100000000000001,5.5
3_3_54_0,2011,Rural,3,India,3,Punjab,54,Barnala,3.1,1.7,3.2,3.6,3.7,2.5
3_3_54_0,2011,Total,3,India,3,Punjab,54,Barnala,3.3,2.2,3.4,3.6,3.8,3.4
3_3_54_0,2011,Urban,3,India,3,Punjab,54,Barnala,4.100000000000001,2.9,4.2,,7.800000000000001,3.8
3_4_55_0,2011,Rural,3,India,4,Chandigarh,55,Chandigarh,8.200000000000001,6.100000000000001,8.4,,4.800000000000001,8.800000000000001
3_4_55_0,2011,Total,3,India,4,Chandigarh,55,Chandigarh,11.2,13.7,10.8,9.200000000000001,6.100000000000001,13.2
3_4_55_0,2011,Urban,3,India,4,Chandigarh,55,Chandigarh,11.5,14,11.1,9.200000000000001,6.2,13.7
3_5_56_0,2011,Rural,3,India,5,Uttarakhand,56,Uttarkashi,16,,16,,17.7,14.4
3_5_56_0,2011,Total,3,India,5,Uttarakhand,56,Uttarkashi,16,16.7,16,,17.7,14.8
3_5_56_0,2011,Urban,3,India,5,Uttarakhand,56,Uttarkashi,16,16.7,15.9,,16.4,15.9
3_5_57_0,2011,Rural,3,India,5,Uttarakhand,57,Chamoli,4.5,1.6,4.800000000000001,,4,6.600000000000001
3_5_57_0,2011,Total,3,India,5,Uttarakhand,57,Chamoli,5.4,4.800000000000001,5.5,8.6,4.5,7.800000000000001
3_5_57_0,2011,Urban,3,India,5,Uttarakhand,57,Chamoli,9.200000000000001,12.8,8.5,8.6,7.2,11.7
3_5_58_0,2011,Rural,3,India,5,Uttarakhand,58,Rudraprayag,5.4,4.600000000000001,5.5,4.9,3.6,8
3_5_58_0,2011,Total,3,India,5,Uttarakhand,58,Rudraprayag,5.600000000000001,4.800000000000001,5.600000000000001,5,3.7,8.200000000000001
3_5_58_0,2011,Urban,3,India,5,Uttarakhand,58,Rudraprayag,8.700000000000001,9.5,8.6,7.5,5.100000000000001,11.7
3_5_59_0,2011,Rural,3,India,5,Uttarakhand,59,Tehri Garhwal,4.5,4,4.600000000000001,,4.100000000000001,9.800000000000001
3_5_59_0,2011,Total,3,India,5,Uttarakhand,59,Tehri Garhwal,7,5.100000000000001,7.7,14.1,5.2,11
3_5_59_0,2011,Urban,3,India,5,Uttarakhand,59,Tehri Garhwal,12.3,7.9,13.4,14.1,13.9,11.7
3_5_60_0,2011,Rural,3,India,5,Uttarakhand,60,Dehradun,10.2,7.800000000000001,10.1,8.200000000000001,6.5,11
3_5_60_0,2011,Total,3,India,5,Uttarakhand,60,Dehradun,10.4,12.1,10.2,8.5,6.300000000000001,11.4
3_5_60_0,2011,Urban,3,India,5,Uttarakhand,60,Dehradun,9.700000000000001,8.300000000000001,9.700000000000001,1.9,6.9,9.9
3_5_61_0,2011,Rural,3,India,5,Uttarakhand,61,Garhwal,12,6.100000000000001,12.1,8.5,4.7,18.9
3_5_61_0,2011,Total,3,India,5,Uttarakhand,61,Garhwal,12.3,4.3,12.4,9.300000000000001,5.100000000000001,18
3_5_61_0,2011,Urban,3,India,5,Uttarakhand,61,Garhwal,13.6,2.2,14.5,12.4,10.6,14.5
3_5_62_0,2011,Rural,3,India,5,Uttarakhand,62,Pithoragarh,6,6.9,5.9,2.4,3.8,15.8
3_5_62_0,2011,Total,3,India,5,Uttarakhand,62,Pithoragarh,7.800000000000001,13.2,7.100000000000001,2.6,3.8,15.6
3_5_62_0,2011,Urban,3,India,5,Uttarakhand,62,Pithoragarh,14.3,21.7,12.2,4.600000000000001,4.100000000000001,15.4
3_5_63_0,2011,Rural,3,India,5,Uttarakhand,63,Bageshwar,7,7.4,6.7,,4.4,13.8
3_5_63_0,2011,Total,3,India,5,Uttarakhand,63,Bageshwar,7.2,7.600000000000001,7,,4.4,13.8
3_5_63_0,2011,Urban,3,India,5,Uttarakhand,63,Bageshwar,13.3,12.4,13.8,,,13.3
3_5_64_0,2011,Rural,3,India,5,Uttarakhand,64,Almora,6.5,9.700000000000001,5.7,,4.9,14
3_5_64_0,2011,Total,3,India,5,Uttarakhand,64,Almora,7,9.4,6.4,,5,12.9
3_5_64_0,2011,Urban,3,India,5,Uttarakhand,64,Almora,10.2,7.4,10.8,,9.700000000000001,10.9
3_5_65_0,2011,Rural,3,India,5,Uttarakhand,65,Champawat,2.8,,2.8,,3.8,13.3
3_5_65_0,2011,Total,3,India,5,Uttarakhand,65,Champawat,3.9,3.7,3.9,,3.8,12.2
3_5_65_0,2011,Urban,3,India,5,Uttarakhand,65,Champawat,9.800000000000001,3.7,12.2,,3,12
3_5_66_0,2011,Rural,3,India,5,Uttarakhand,66,Nainital,3.7,1.8,3.8,2.9,4.100000000000001,6.2
3_5_66_0,2011,Total,3,India,5,Uttarakhand,66,Nainital,5.7,5.800000000000001,5.7,2.9,4.5,9.5
3_5_66_0,2011,Urban,3,India,5,Uttarakhand,66,Nainital,9.1,6.2,10.2,1.1,10,11.1
3_5_67_0,2011,Rural,3,India,5,Uttarakhand,67,Udham Singh Nagar,4.7,3.3,5.100000000000001,2.7,4.600000000000001,11.5
3_5_67_0,2011,Total,3,India,5,Uttarakhand,67,Udham Singh Nagar,5.2,3.4,5.5,2.7,4.7,9.600000000000001
3_5_67_0,2011,Urban,3,India,5,Uttarakhand,67,Udham Singh Nagar,6.2,5.100000000000001,6.2,3.2,4.9,7.600000000000001
3_5_68_0,2011,Rural,3,India,5,Uttarakhand,68,Hardwar,4.600000000000001,1.9,4.800000000000001,3.7,4,7.300000000000001
3_5_68_0,2011,Total,3,India,5,Uttarakhand,68,Hardwar,6.2,5.100000000000001,6.300000000000001,3.8,6.800000000000001,7.7
3_5_68_0,2011,Urban,3,India,5,Uttarakhand,68,Hardwar,8.700000000000001,8.5,8.700000000000001,4.600000000000001,9,8.200000000000001
3_6_69_0,2011,Rural,3,India,6,Haryana,69,Panchkula,3.2,,3.2,3.5,3.8,
3_6_69_0,2011,Total,3,India,6,Haryana,69,Panchkula,5.600000000000001,4,5.800000000000001,3.5,4.7,8.1
3_6_69_0,2011,Urban,3,India,6,Haryana,69,Panchkula,6.5,4,7,,5.100000000000001,8.1
3_6_70_0,2011,Rural,3,India,6,Haryana,70,Ambala,4,.5,4.100000000000001,3.5,4.100000000000001,4.600000000000001
3_6_70_0,2011,Total,3,India,6,Haryana,70,Ambala,7.600000000000001,6.5,7.800000000000001,4.3,4.2,11.3
3_6_70_0,2011,Urban,3,India,6,Haryana,70,Ambala,12.2,7.7,13.5,4.600000000000001,4.5,13.6
3_6_71_0,2011,Rural,3,India,6,Haryana,71,Yamunanagar,4.7,.9,5,2.1,4.7,6.300000000000001
3_6_71_0,2011,Total,3,India,6,Haryana,71,Yamunanagar,6,2.2,6.300000000000001,2.1,4.7,9.200000000000001
3_6_71_0,2011,Urban,3,India,6,Haryana,71,Yamunanagar,8.9,6.100000000000001,9.1,3.2,4.600000000000001,11.5
3_6_72_0,2011,Rural,3,India,6,Haryana,72,Kurukshetra,4.800000000000001,2.4,5.300000000000001,6.300000000000001,4.5,5.9
3_6_72_0,2011,Total,3,India,6,Haryana,72,Kurukshetra,5.9,7.2,5.5,6.300000000000001,5,7.7
3_6_72_0,2011,Urban,3,India,6,Haryana,72,Kurukshetra,8.200000000000001,11.1,6.100000000000001,,6.800000000000001,8.9
3_6_73_0,2011,Rural,3,India,6,Haryana,73,Kaithal,4.5,4,4.600000000000001,4.2,4.3,6
3_6_73_0,2011,Total,3,India,6,Haryana,73,Kaithal,4.600000000000001,4.100000000000001,4.7,4.2,4.2,5.9
3_6_73_0,2011,Urban,3,India,6,Haryana,73,Kaithal,5.100000000000001,5.2,5.100000000000001,1.3,3.8,5.9
3_6_74_0,2011,Rural,3,India,6,Haryana,74,Karnal,3.9,3.1,4,3.6,2.9,6.9
3_6_74_0,2011,Total,3,India,6,Haryana,74,Karnal,5.600000000000001,4.7,5.600000000000001,3.6,3.8,9.300000000000001
3_6_74_0,2011,Urban,3,India,6,Haryana,74,Karnal,9.700000000000001,6.800000000000001,10,,6.7,11.1
3_6_75_0,2011,Rural,3,India,6,Haryana,75,Panipat,4.100000000000001,1.9,4.7,2.3,3.3,7.300000000000001
3_6_75_0,2011,Total,3,India,6,Haryana,75,Panipat,4.5,3.5,4.800000000000001,2.3,3.9,6.4
3_6_75_0,2011,Urban,3,India,6,Haryana,75,Panipat,5.2,6.100000000000001,5,,5,5.5
3_6_76_0,2011,Rural,3,India,6,Haryana,76,Sonipat,6,5,6.300000000000001,3.7,5.100000000000001,8.6
3_6_76_0,2011,Total,3,India,6,Haryana,76,Sonipat,7.600000000000001,7.9,7.600000000000001,3.7,6.2,10.5
3_6_76_0,2011,Urban,3,India,6,Haryana,76,Sonipat,13.2,14.7,12.7,4.2,13.3,13.9
3_6_77_0,2011,Rural,3,India,6,Haryana,77,Jind,6.100000000000001,2.9,6.4,5.2,5.4,12.5
3_6_77_0,2011,Total,3,India,6,Haryana,77,Jind,7.100000000000001,4.2,7.5,5.2,7.4,10.6
3_6_77_0,2011,Urban,3,India,6,Haryana,77,Jind,9.700000000000001,6,10.6,,11.7,9
3_6_78_0,2011,Rural,3,India,6,Haryana,78,Fatehabad,5.300000000000001,5.4,5.300000000000001,6.5,5.2,4.800000000000001
3_6_78_0,2011,Total,3,India,6,Haryana,78,Fatehabad,5.600000000000001,5.7,5.600000000000001,6.5,5.300000000000001,6
3_6_78_0,2011,Urban,3,India,6,Haryana,78,Fatehabad,7.7,7.5,7.7,,6.4,8.800000000000001
3_6_79_0,2011,Rural,3,India,6,Haryana,79,Sirsa,5,3.1,5.4,2.6,5.600000000000001,8.300000000000001
3_6_79_0,2011,Total,3,India,6,Haryana,79,Sirsa,7,7,7.100000000000001,2.6,5.2,10.7
3_6_79_0,2011,Urban,3,India,6,Haryana,79,Sirsa,10.7,12,10.3,5,4.2,12.4
3_6_80_0,2011,Rural,3,India,6,Haryana,80,Hisar,5.5,13.2,5.300000000000001,3.5,4.800000000000001,11.4
3_6_80_0,2011,Total,3,India,6,Haryana,80,Hisar,8.9,14,8.5,3.6,6.600000000000001,16
3_6_80_0,2011,Urban,3,India,6,Haryana,80,Hisar,14.8,14.3,14.9,5.4,11,18.7
3_6_81_0,2011,Rural,3,India,6,Haryana,81,Bhiwani,9.200000000000001,12.8,8.5,5.300000000000001,4.9,15.2
3_6_81_0,2011,Total,3,India,6,Haryana,81,Bhiwani,10,12.1,9.800000000000001,5.300000000000001,5.600000000000001,16.1
3_6_81_0,2011,Urban,3,India,6,Haryana,81,Bhiwani,11.8,4.600000000000001,12,,6.5,17.8
3_6_82_0,2011,Rural,3,India,6,Haryana,82,Rohtak,6.800000000000001,6.5,6.800000000000001,3.5,4.7,9.9
3_6_82_0,2011,Total,3,India,6,Haryana,82,Rohtak,11.1,15.8,10.6,3.5,7.100000000000001,14
3_6_82_0,2011,Urban,3,India,6,Haryana,82,Rohtak,14.5,16,14.2,,10.8,15.9
3_6_83_0,2011,Rural,3,India,6,Haryana,83,Jhajjar,8.6,14.3,8.6,,6.800000000000001,9.300000000000001
3_6_83_0,2011,Total,3,India,6,Haryana,83,Jhajjar,10.2,14.2,10.1,,10.2,10.3
3_6_83_0,2011,Urban,3,India,6,Haryana,83,Jhajjar,13.6,14.2,13.5,,13,15.1
3_6_84_0,2011,Rural,3,India,6,Haryana,84,Mahendragarh,6.600000000000001,3.7,6.7,4.4,4.9,10.1
3_6_84_0,2011,Total,3,India,6,Haryana,84,Mahendragarh,6.9,7.100000000000001,6.9,4.4,5.100000000000001,10
3_6_84_0,2011,Urban,3,India,6,Haryana,84,Mahendragarh,8,9.9,7.600000000000001,,5.600000000000001,9.700000000000001
3_6_85_0,2011,Rural,3,India,6,Haryana,85,Rewari,8.9,2.4,9.5,5.4,4.4,12.9
3_6_85_0,2011,Total,3,India,6,Haryana,85,Rewari,9.200000000000001,3.9,9.800000000000001,5.4,4.4,12.4
3_6_85_0,2011,Urban,3,India,6,Haryana,85,Rewari,10.1,6.5,10.6,,4.600000000000001,11.4
3_6_86_0,2011,Rural,3,India,6,Haryana,86,Gurgaon,8.4,3.1,8.4,3.1,8.6,5.600000000000001
3_6_86_0,2011,Total,3,India,6,Haryana,86,Gurgaon,18.7,21.9,18.3,3.1,10,39.7
3_6_86_0,2011,Urban,3,India,6,Haryana,86,Gurgaon,27.1,22.6,28.1,,12,42
3_6_87_0,2011,Rural,3,India,6,Haryana,87,Mewat,6,7.5,5.9,,4.5,7.7
3_6_87_0,2011,Total,3,India,6,Haryana,87,Mewat,5.800000000000001,7.5,5.800000000000001,,4.5,7.4
3_6_87_0,2011,Urban,3,India,6,Haryana,87,Mewat,5,,5,,4.600000000000001,5.600000000000001
3_6_88_0,2011,Rural,3,India,6,Haryana,88,Faridabad,5.600000000000001,2.6,6.2,4.3,5.300000000000001,12.4
3_6_88_0,2011,Total,3,India,6,Haryana,88,Faridabad,13.7,8.9,14.7,4.3,8.200000000000001,23.4
3_6_88_0,2011,Urban,3,India,6,Haryana,88,Faridabad,17.5,12.3,18.5,,10.3,24.5
3_6_89_0,2011,Rural,3,India,6,Haryana,89,Palwal,5.800000000000001,5,6.100000000000001,2.1,4.9,10
3_6_89_0,2011,Total,3,India,6,Haryana,89,Palwal,9.800000000000001,8.200000000000001,10.3,2.1,6.4,15.4
3_6_89_0,2011,Urban,3,India,6,Haryana,89,Palwal,11.3,6.100000000000001,11.8,0,7.4,15
3_7_90_0,2011,Rural,3,India,7,NCT Of Delhi,90,North West,7.800000000000001,5,9.200000000000001,4.600000000000001,22.7,4.9
3_7_90_0,2011,Total,3,India,7,NCT Of Delhi,90,North West,12.7,14.6,12.2,4.600000000000001,8,14.7
3_7_90_0,2011,Urban,3,India,7,NCT Of Delhi,90,North West,12.9,15.3,12.3,,7.600000000000001,15.2
3_7_91_0,2011,Rural,3,India,7,NCT Of Delhi,91,North,,,,,,
3_7_91_0,2011,Total,3,India,7,NCT Of Delhi,91,North,18.1,,18.1,,12.2,18.3
3_7_91_0,2011,Urban,3,India,7,NCT Of Delhi,91,North,18.1,,18.1,,12.2,18.3
3_7_92_0,2011,Rural,3,India,7,NCT Of Delhi,92,North East,14.5,,14.5,,,14.5
3_7_92_0,2011,Total,3,India,7,NCT Of Delhi,92,North East,10.6,5.4,11.5,,4.800000000000001,12.5
3_7_92_0,2011,Urban,3,India,7,NCT Of Delhi,92,North East,10.6,5.4,11.5,,4.800000000000001,12.5
3_7_93_0,2011,Rural,3,India,7,NCT Of Delhi,93,East,,,,,,
3_7_93_0,2011,Total,3,India,7,NCT Of Delhi,93,East,14.2,4.7,15.5,,7.7,19.9
3_7_93_0,2011,Urban,3,India,7,NCT Of Delhi,93,East,14.2,4.7,15.5,,7.7,19.9
3_7_94_0,2011,Rural,3,India,7,NCT Of Delhi,94,New Delhi,,,,,,
3_7_94_0,2011,Total,3,India,7,NCT Of Delhi,94,New Delhi,14,14.5,13.9,,,14
3_7_94_0,2011,Urban,3,India,7,NCT Of Delhi,94,New Delhi,14,14.5,13.9,,,14
3_7_95_0,2011,Rural,3,India,7,NCT Of Delhi,95,Central,1.4,.9,1.5,0,1.5,1.4
3_7_95_0,2011,Total,3,India,7,NCT Of Delhi,95,Central,12.6,4.4,12.9,0,7.100000000000001,14.1
3_7_95_0,2011,Urban,3,India,7,NCT Of Delhi,95,Central,12.5,4.100000000000001,12.8,0,7.100000000000001,14
3_7_96_0,2011,Rural,3,India,7,NCT Of Delhi,96,West,,,,,,
3_7_96_0,2011,Total,3,India,7,NCT Of Delhi,96,West,11.5,,11.5,,11.5,11.5
3_7_96_0,2011,Urban,3,India,7,NCT Of Delhi,96,West,11.5,,11.5,,11.5,11.5
3_7_97_0,2011,Rural,3,India,7,NCT Of Delhi,97,South West,7.100000000000001,4.4,7.600000000000001,,7.600000000000001,6.9
3_7_97_0,2011,Total,3,India,7,NCT Of Delhi,97,South West,5.4,2.9,5.600000000000001,,4.4,6.600000000000001
3_7_97_0,2011,Urban,3,India,7,NCT Of Delhi,97,South West,4.600000000000001,1.2,4.800000000000001,,4.2,6.100000000000001
3_7_98_0,2011,Rural,3,India,7,NCT Of Delhi,98,South,14.5,12.2,15,,27.5,11.1
3_7_98_0,2011,Total,3,India,7,NCT Of Delhi,98,South,11.4,14.9,10.8,,16.1,10
3_7_98_0,2011,Urban,3,India,7,NCT Of Delhi,98,South,7.5,36.7,6.5,,4.7,8.5
3_8_100_0,2011,Rural,3,India,8,Rajasthan,100,Hanumangarh,3.6,5,3.6,3.3,4,5.800000000000001
3_8_100_0,2011,Total,3,India,8,Rajasthan,100,Hanumangarh,4,2.2,4,3.3,4.4,6.300000000000001
3_8_100_0,2011,Urban,3,India,8,Rajasthan,100,Hanumangarh,5.100000000000001,.8,5.300000000000001,3.8,4.800000000000001,7
3_8_101_0,2011,Rural,3,India,8,Rajasthan,101,Bikaner,4.3,,4.3,,4.5,8.200000000000001
3_8_101_0,2011,Total,3,India,8,Rajasthan,101,Bikaner,5.4,5.800000000000001,5.4,,4.9,9.9
3_8_101_0,2011,Urban,3,India,8,Rajasthan,101,Bikaner,7.600000000000001,5.800000000000001,7.800000000000001,,6.2,10
3_8_102_0,2011,Rural,3,India,8,Rajasthan,102,Churu,4.2,2.5,4.3,5,4.800000000000001,5.4
3_8_102_0,2011,Total,3,India,8,Rajasthan,102,Churu,5.2,4.4,5.2,5,4.800000000000001,9.700000000000001
3_8_102_0,2011,Urban,3,India,8,Rajasthan,102,Churu,7.5,19.1,7.300000000000001,,5,13.7
3_8_103_0,2011,Rural,3,India,8,Rajasthan,103,Jhunjhunun,5.300000000000001,2.2,5.600000000000001,,4.4,6.4
3_8_103_0,2011,Total,3,India,8,Rajasthan,103,Jhunjhunun,5.100000000000001,1.6,5.600000000000001,5.5,4.2,6.4
3_8_103_0,2011,Urban,3,India,8,Rajasthan,103,Jhunjhunun,3.8,.6000000000000001,5.600000000000001,5.5,3.4,6.300000000000001
3_8_104_0,2011,Rural,3,India,8,Rajasthan,104,Alwar,4.5,1.5,5.2,3.5,5.300000000000001,6.800000000000001
3_8_104_0,2011,Total,3,India,8,Rajasthan,104,Alwar,4.9,1.6,5.4,3.5,5.5,6.5
3_8_104_0,2011,Urban,3,India,8,Rajasthan,104,Alwar,5.7,2.1,6,3.1,6.100000000000001,6
3_8_105_0,2011,Rural,3,India,8,Rajasthan,105,Bharatpur,3.9,2.7,3.9,,4,4
3_8_105_0,2011,Total,3,India,8,Rajasthan,105,Bharatpur,4.600000000000001,3.9,4.600000000000001,,4.4,5.2
3_8_105_0,2011,Urban,3,India,8,Rajasthan,105,Bharatpur,6.7,4.600000000000001,7.100000000000001,,6.300000000000001,7.5
3_8_106_0,2011,Rural,3,India,8,Rajasthan,106,Dhaulpur,3,1.3,3.3,2.1,3.5,3.2
3_8_106_0,2011,Total,3,India,8,Rajasthan,106,Dhaulpur,3.3,1.3,3.7,2.1,3.5,3.9
3_8_106_0,2011,Urban,3,India,8,Rajasthan,106,Dhaulpur,4.600000000000001,1.1,6.2,,3.4,5.600000000000001
3_8_107_0,2011,Rural,3,India,8,Rajasthan,107,Karauli,6.4,13.7,6,1.3,3.6,12.1
3_8_107_0,2011,Total,3,India,8,Rajasthan,107,Karauli,7.2,13.9,7,1.3,3.7,12.8
3_8_107_0,2011,Urban,3,India,8,Rajasthan,107,Karauli,10,21.4,9.9,,4,14
3_8_108_0,2011,Rural,3,India,8,Rajasthan,108,Sawai Madhopur,4.800000000000001,3.6,4.9,,3.1,10.2
3_8_108_0,2011,Total,3,India,8,Rajasthan,108,Sawai Madhopur,4.9,4.800000000000001,4.9,,3.5,8.200000000000001
3_8_108_0,2011,Urban,3,India,8,Rajasthan,108,Sawai Madhopur,5.100000000000001,5.600000000000001,4.9,,5.2,5.100000000000001
3_8_109_0,2011,Rural,3,India,8,Rajasthan,109,Dausa,4.800000000000001,1.4,4.9,3.1,3.7,8.1
3_8_109_0,2011,Total,3,India,8,Rajasthan,109,Dausa,7.100000000000001,2.3,7.2,3.1,3.9,12.6
3_8_109_0,2011,Urban,3,India,8,Rajasthan,109,Dausa,16.9,10.7,17,,8.800000000000001,18.8
3_8_110_0,2011,Rural,3,India,8,Rajasthan,110,Jaipur,6.2,6.100000000000001,6.2,4.2,5.7,7.5
3_8_110_0,2011,Total,3,India,8,Rajasthan,110,Jaipur,7.100000000000001,7.9,6.9,4.2,4.800000000000001,9.300000000000001
3_8_110_0,2011,Urban,3,India,8,Rajasthan,110,Jaipur,7.4,8.700000000000001,7.2,3.1,4.5,10
3_8_111_0,2011,Rural,3,India,8,Rajasthan,111,Sikar,4.600000000000001,2.3,5.5,3.5,4.100000000000001,6.5
3_8_111_0,2011,Total,3,India,8,Rajasthan,111,Sikar,5.100000000000001,3.7,5.7,3.5,4.4,6.600000000000001
3_8_111_0,2011,Urban,3,India,8,Rajasthan,111,Sikar,5.800000000000001,5.600000000000001,5.9,,4.9,6.600000000000001
3_8_112_0,2011,Rural,3,India,8,Rajasthan,112,Nagaur,3.9,3,4.2,,3.7,5.300000000000001
3_8_112_0,2011,Total,3,India,8,Rajasthan,112,Nagaur,4.3,3.4,4.5,3,3.7,6.100000000000001
3_8_112_0,2011,Urban,3,India,8,Rajasthan,112,Nagaur,5.300000000000001,4.9,5.5,3,3.5,7.600000000000001
3_8_113_0,2011,Rural,3,India,8,Rajasthan,113,Jodhpur,2.9,1,3.4,2.5,3.7,3.8
3_8_113_0,2011,Total,3,India,8,Rajasthan,113,Jodhpur,4.600000000000001,3,5,4.4,4.4,5.800000000000001
3_8_113_0,2011,Urban,3,India,8,Rajasthan,113,Jodhpur,5.800000000000001,5,5.9,25.7,5.100000000000001,6
3_8_114_0,2011,Rural,3,India,8,Rajasthan,114,Jaisalmer,5.100000000000001,3.1,5.2,,3.9,18.9
3_8_114_0,2011,Total,3,India,8,Rajasthan,114,Jaisalmer,5.4,3,5.5,,4.100000000000001,13.5
3_8_114_0,2011,Urban,3,India,8,Rajasthan,114,Jaisalmer,7.600000000000001,2.4,7.800000000000001,,7.600000000000001,7.5
3_8_115_0,2011,Rural,3,India,8,Rajasthan,115,Barmer,4.7,5.4,4.7,3.6,4.5,7.2
3_8_115_0,2011,Total,3,India,8,Rajasthan,115,Barmer,4.800000000000001,6.600000000000001,4.7,3.6,4.5,6.7
