id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,pc_exp,pov_nl,exp_sh_b40,pc_exp_r9010,pc_exp_gini,pc_exp_mld
3_22_412_0,2011,Rural,3,India,22,Chhattisgarh,412,Dhamtari,20.8,36.5,25.9,3.3,26.9,.118
3_22_412_0,2011,Total,3,India,22,Chhattisgarh,412,Dhamtari,22.9,32.8,23.6,3.3,28.9,.136
3_22_412_0,2011,Urban,3,India,22,Chhattisgarh,412,Dhamtari,35.4,10.4,21.5,4,33,.173
3_22_413_0,2011,Rural,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,18.2,50.40000000000001,24.3,2.8,26.8,.119
3_22_413_0,2011,Total,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,20.4,47.3,21.7,3.1,30.6,.152
3_22_413_0,2011,Urban,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,45.7,11.5,20.3,5.800000000000001,32.3,.18
3_22_414_0,2011,Rural,3,India,22,Chhattisgarh,414,Bastar,15.9,61.8,28.1,2.4,20.2,.068
3_22_414_0,2011,Total,3,India,22,Chhattisgarh,414,Bastar,17.3,62,25.4,2.4,25,.116
3_22_414_0,2011,Urban,3,India,22,Chhattisgarh,414,Bastar,25.7,63.3,18.4,5.800000000000001,43.6,.348
3_22_415_0,2011,Rural,3,India,22,Chhattisgarh,415,Narayanpur,12,76.7,35,1.5,10.1,.023
3_22_415_0,2011,Total,3,India,22,Chhattisgarh,415,Narayanpur,14.4,70.7,29.1,2.1,20,.077
3_22_415_0,2011,Urban,3,India,22,Chhattisgarh,415,Narayanpur,26.9,39.6,19.5,3.9,28.8,.146
3_22_416_0,2011,Rural,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,27.2,46.8,18.3,5.100000000000001,36,.212
3_22_416_0,2011,Total,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,29.2,43.2,17.1,5.100000000000001,37.6,.233
3_22_416_0,2011,Urban,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,42.40000000000001,19.6,17,3.8,43.90000000000001,.33
3_22_417_0,2011,Rural,3,India,22,Chhattisgarh,417,Bijapur,16.8,49.5,37.6,1,5.4,.021
3_22_417_0,2011,Total,3,India,22,Chhattisgarh,417,Bijapur,19.6,46.90000000000001,32,1.8,15.8,.068
3_22_417_0,2011,Urban,3,India,22,Chhattisgarh,417,Bijapur,32.5,34.7,20.2,3.6,31,.156
3_23_418_0,2011,Rural,3,India,23,Madhya Pradesh,418,Sheopur,17.4,49.2,29.5,1.9,16.2,.041
3_23_418_0,2011,Total,3,India,23,Madhya Pradesh,418,Sheopur,21.1,47.2,25,2.3,26,.133
3_23_418_0,2011,Urban,3,India,23,Madhya Pradesh,418,Sheopur,42.8,34.8,15.6,4,47.90000000000001,.396
3_23_419_0,2011,Rural,3,India,23,Madhya Pradesh,419,Morena,20.9,26.1,29.3,2.2,18.7,.06
3_23_419_0,2011,Total,3,India,23,Madhya Pradesh,419,Morena,23.9,26.8,26.4,2.8,23,.087
3_23_419_0,2011,Urban,3,India,23,Madhya Pradesh,419,Morena,32.3,28.6,23,2.8,28.5,.129
3_23_420_0,2011,Rural,3,India,23,Madhya Pradesh,420,Bhind,18.4,41.40000000000001,31.9,1.7,13.6,.032
3_23_420_0,2011,Total,3,India,23,Madhya Pradesh,420,Bhind,20.1,40.8,29.3,2.2,17.3,.049
3_23_420_0,2011,Urban,3,India,23,Madhya Pradesh,420,Bhind,24.4,39.2,25.1,2.8,23.1,.084
3_23_421_0,2011,Rural,3,India,23,Madhya Pradesh,421,Gwalior,19.6,31.3,26.2,2.2,21.7,.095
3_23_421_0,2011,Total,3,India,23,Madhya Pradesh,421,Gwalior,38.40000000000001,25,16.1,5.800000000000001,42.6,.302
3_23_421_0,2011,Urban,3,India,23,Madhya Pradesh,421,Gwalior,55.90000000000001,19,16,6.4,43.3,.308
3_23_422_0,2011,Rural,3,India,23,Madhya Pradesh,422,Datia,22.2,23.5,29.2,2.7,20.1,.064
3_23_422_0,2011,Total,3,India,23,Madhya Pradesh,422,Datia,23.5,29.6,27.1,2.5,21.7,.075
3_23_422_0,2011,Urban,3,India,23,Madhya Pradesh,422,Datia,26.5,44.8,24.5,2.4,24.9,.1
3_23_423_0,2011,Rural,3,India,23,Madhya Pradesh,423,Shivpuri,26,10.6,27.3,2.8,24.1,.098
3_23_423_0,2011,Total,3,India,23,Madhya Pradesh,423,Shivpuri,27.8,12.7,25.2,3,27.8,.138
3_23_423_0,2011,Urban,3,India,23,Madhya Pradesh,423,Shivpuri,41.8,28.7,16.7,5.100000000000001,47,.396
3_23_424_0,2011,Rural,3,India,23,Madhya Pradesh,424,Tikamgarh,24.9,6.9,28.9,2.2,18.5,.054
3_23_424_0,2011,Total,3,India,23,Madhya Pradesh,424,Tikamgarh,25.6,10,28.9,2.5,19.1,.058
3_23_424_0,2011,Urban,3,India,23,Madhya Pradesh,424,Tikamgarh,29,25.7,26.4,2.7,22,.078
3_23_425_0,2011,Rural,3,India,23,Madhya Pradesh,425,Chhatarpur,26.7,12,27.6,3.1,22,.078
3_23_425_0,2011,Total,3,India,23,Madhya Pradesh,425,Chhatarpur,29.5,10.5,25.4,2.8,25.1,.105
3_23_425_0,2011,Urban,3,India,23,Madhya Pradesh,425,Chhatarpur,41.1,4.5,21.3,3,33.1,.184
3_23_426_0,2011,Rural,3,India,23,Madhya Pradesh,426,Panna,18.2,39.2,29.3,2.8,18.6,.062
3_23_426_0,2011,Total,3,India,23,Madhya Pradesh,426,Panna,19.6,38.8,27.2,3.1,20.6,.074
3_23_426_0,2011,Urban,3,India,23,Madhya Pradesh,426,Panna,27.8,36.7,24,3.6,25.5,.105
3_23_427_0,2011,Rural,3,India,23,Madhya Pradesh,427,Sagar,24.2,24.5,25.1,2.9,23.6,.09
3_23_427_0,2011,Total,3,India,23,Madhya Pradesh,427,Sagar,25.5,25.5,25,2.8,24,.093
3_23_427_0,2011,Urban,3,India,23,Madhya Pradesh,427,Sagar,28.2,27.7,26.5,2.6,24.5,.099
3_23_428_0,2011,Rural,3,India,23,Madhya Pradesh,428,Damoh,25.2,19.6,27.3,2.6,21.8,.077
3_23_428_0,2011,Total,3,India,23,Madhya Pradesh,428,Damoh,25.6,22.2,26.8,2.6,22.7,.082
3_23_428_0,2011,Urban,3,India,23,Madhya Pradesh,428,Damoh,27.3,36.1,24.1,3.5,26.1,.107
3_23_429_0,2011,Rural,3,India,23,Madhya Pradesh,429,Satna,15.9,62.90000000000001,26.9,2.7,22.2,.077
3_23_429_0,2011,Total,3,India,23,Madhya Pradesh,429,Satna,17.5,61.8,24.9,2.8,24.4,.096
3_23_429_0,2011,Urban,3,India,23,Madhya Pradesh,429,Satna,23,57.7,25.6,3.6,29.1,.144
3_23_430_0,2011,Rural,3,India,23,Madhya Pradesh,430,Rewa,17.7,51.8,27.3,2.7,20.5,.067
3_23_430_0,2011,Total,3,India,23,Madhya Pradesh,430,Rewa,20.7,52.7,23.5,2.7,29.5,.164
3_23_430_0,2011,Urban,3,India,23,Madhya Pradesh,430,Rewa,37.9,58,14.7,4.600000000000001,54.8,.534
3_23_431_0,2011,Rural,3,India,23,Madhya Pradesh,431,Umaria,15,73.10000000000001,30.8,1.9,15,.036
3_23_431_0,2011,Total,3,India,23,Madhya Pradesh,431,Umaria,16.9,68.8,27.5,2.1,20.1,.07
3_23_431_0,2011,Urban,3,India,23,Madhya Pradesh,431,Umaria,33,30.7,22.5,4.9,31,.155
3_23_432_0,2011,Rural,3,India,23,Madhya Pradesh,432,Neemuch,21.3,23.7,28.3,2.8,20.3,.069
3_23_432_0,2011,Total,3,India,23,Madhya Pradesh,432,Neemuch,27.5,20.1,24.2,3.7,28.4,.134
3_23_432_0,2011,Urban,3,India,23,Madhya Pradesh,432,Neemuch,43.7,10.6,20.7,4.100000000000001,33.4,.178
3_23_433_0,2011,Rural,3,India,23,Madhya Pradesh,433,Mandsaur,25.1,25.4,24.2,3.4,23.2,.089
3_23_433_0,2011,Total,3,India,23,Madhya Pradesh,433,Mandsaur,31.5,21.5,20.8,3.9,28.7,.134
3_23_433_0,2011,Urban,3,India,23,Madhya Pradesh,433,Mandsaur,58.6,4.9,24.3,3.2,23.4,.1
3_23_434_0,2011,Rural,3,India,23,Madhya Pradesh,434,Ratlam,18.8,55.5,24.3,3.5,26.8,.116
3_23_434_0,2011,Total,3,India,23,Madhya Pradesh,434,Ratlam,22.2,38.2,23.1,3.5,24.8,.102
3_23_434_0,2011,Urban,3,India,23,Madhya Pradesh,434,Ratlam,29,3.9,31.9,2.2,16.2,.046
3_23_435_0,2011,Rural,3,India,23,Madhya Pradesh,435,Ujjain,32,6.800000000000001,26.4,3,23.4,.097
3_23_435_0,2011,Total,3,India,23,Madhya Pradesh,435,Ujjain,34.3,7.800000000000001,25,3.2,25.8,.111
3_23_435_0,2011,Urban,3,India,23,Madhya Pradesh,435,Ujjain,39.2,9.9,23,3.8,29.7,.14
3_23_436_0,2011,Rural,3,India,23,Madhya Pradesh,436,Shajapur,28.6,5.600000000000001,27.9,2.2,22.1,.085
3_23_436_0,2011,Total,3,India,23,Madhya Pradesh,436,Shajapur,30.3,5,26.6,2.4,23,.088
3_23_436_0,2011,Urban,3,India,23,Madhya Pradesh,436,Shajapur,41.8,1.1,25.7,2.8,23.4,.089
3_23_437_0,2011,Rural,3,India,23,Madhya Pradesh,437,Dewas,36,2.4,23.5,3.2,27,.118
3_23_437_0,2011,Total,3,India,23,Madhya Pradesh,437,Dewas,46.90000000000001,3.8,19.7,3.8,33.6,.183
3_23_437_0,2011,Urban,3,India,23,Madhya Pradesh,437,Dewas,64.2,6.100000000000001,17.8,4.600000000000001,36.7,.228
3_23_438_0,2011,Rural,3,India,23,Madhya Pradesh,438,Dhar,31.2,6.4,25,2.6,25.6,.107
3_23_438_0,2011,Total,3,India,23,Madhya Pradesh,438,Dhar,31.6,5.600000000000001,25.2,2.4,25.1,.103
3_23_438_0,2011,Urban,3,India,23,Madhya Pradesh,438,Dhar,33.9,0,27,2.4,20.7,.071
3_23_439_0,2011,Rural,3,India,23,Madhya Pradesh,439,Indore,28,27.1,25.2,3,25.7,.116
3_23_439_0,2011,Total,3,India,23,Madhya Pradesh,439,Indore,37.5,11.2,23.8,3.5,27.4,.124
3_23_439_0,2011,Urban,3,India,23,Madhya Pradesh,439,Indore,42.5,2.8,25,3,26.8,.116
3_23_440_0,2011,Rural,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),19.6,28.2,30.6,1.8,16.3,.054
3_23_440_0,2011,Total,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),20.5,29.8,29.9,1.8,17.3,.058
3_23_440_0,2011,Urban,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),25.8,38.8,27.5,2.3,20.9,.071
3_23_441_0,2011,Rural,3,India,23,Madhya Pradesh,441,Barwani,20.3,39.3,27.6,2.4,19,.056
3_23_441_0,2011,Total,3,India,23,Madhya Pradesh,441,Barwani,22,38,25.6,2.8,21.9,.076
3_23_441_0,2011,Urban,3,India,23,Madhya Pradesh,441,Barwani,29.9,31.8,21.6,4.2,30.5,.148
3_23_442_0,2011,Rural,3,India,23,Madhya Pradesh,442,Rajgarh,23.6,18.9,27.6,2.6,21.3,.073
3_23_442_0,2011,Total,3,India,23,Madhya Pradesh,442,Rajgarh,26.4,20.2,24.4,2.8,25.3,.102
3_23_442_0,2011,Urban,3,India,23,Madhya Pradesh,442,Rajgarh,35.4,24.4,19.4,4.9,32.2,.172
3_23_443_0,2011,Rural,3,India,23,Madhya Pradesh,443,Vidisha,23.3,24.7,25.7,2.5,23.2,.091
3_23_443_0,2011,Total,3,India,23,Madhya Pradesh,443,Vidisha,25.1,22.9,26.6,2.2,22.9,.088
3_23_443_0,2011,Urban,3,India,23,Madhya Pradesh,443,Vidisha,30.3,17.7,27.1,2.4,20.8,.075
3_23_444_0,2011,Rural,3,India,23,Madhya Pradesh,444,Bhopal,27.9,4.2,26.9,2.2,21.5,.078
3_23_444_0,2011,Total,3,India,23,Madhya Pradesh,444,Bhopal,66.90000000000001,8.5,12.9,6.800000000000001,45.2,.344
3_23_444_0,2011,Urban,3,India,23,Madhya Pradesh,444,Bhopal,78.2,9.700000000000001,12.5,8.1,44.40000000000001,.348
3_23_445_0,2011,Rural,3,India,23,Madhya Pradesh,445,Sehore,31.8,22.5,22.3,3.2,36.8,.246
3_23_445_0,2011,Total,3,India,23,Madhya Pradesh,445,Sehore,31.5,24.9,22.1,3,34.9,.215
3_23_445_0,2011,Urban,3,India,23,Madhya Pradesh,445,Sehore,30.9,31.4,21.3,3,26.9,.12
3_23_446_0,2011,Rural,3,India,23,Madhya Pradesh,446,Raisen,34.1,14,22.7,3.1,31.2,.167
3_23_446_0,2011,Total,3,India,23,Madhya Pradesh,446,Raisen,31.6,24.3,22.6,3.2,32.3,.178
3_23_446_0,2011,Urban,3,India,23,Madhya Pradesh,446,Raisen,21.8,66,26.5,2.6,23.9,.094
3_23_447_0,2011,Rural,3,India,23,Madhya Pradesh,447,Betul,13.7,87.80000000000001,30.3,1.9,14.5,.034
3_23_447_0,2011,Total,3,India,23,Madhya Pradesh,447,Betul,16.7,77.2,25.8,2.6,22.5,.083
3_23_447_0,2011,Urban,3,India,23,Madhya Pradesh,447,Betul,32.1,22.9,23.4,3.2,23.9,.096
3_23_448_0,2011,Rural,3,India,23,Madhya Pradesh,448,Harda,20.8,39.5,27.1,2.9,23,.085
3_23_448_0,2011,Total,3,India,23,Madhya Pradesh,448,Harda,21.6,34.5,26.1,2.9,22.3,.079
3_23_448_0,2011,Urban,3,India,23,Madhya Pradesh,448,Harda,26.4,6.300000000000001,31.2,1.9,15.6,.041
3_23_449_0,2011,Rural,3,India,23,Madhya Pradesh,449,Hoshangabad,19.7,47.2,23.2,3.9,28.1,.126
3_23_449_0,2011,Total,3,India,23,Madhya Pradesh,449,Hoshangabad,22.9,36.6,23,3.6,27.5,.119
3_23_449_0,2011,Urban,3,India,23,Madhya Pradesh,449,Hoshangabad,29.5,14.9,25.3,2.4,22.5,.083
3_23_450_0,2011,Rural,3,India,23,Madhya Pradesh,450,Katni,22.1,50.6,19.5,4.4,33.1,.178
3_23_450_0,2011,Total,3,India,23,Madhya Pradesh,450,Katni,26.5,42.8,17.4,4.2,34.3,.196
3_23_450_0,2011,Urban,3,India,23,Madhya Pradesh,450,Katni,45.6,8.800000000000001,25.5,3.3,26.6,.125
3_23_451_0,2011,Rural,3,India,23,Madhya Pradesh,451,Jabalpur,16.9,69,20.4,4.9,35.7,.201
3_23_451_0,2011,Total,3,India,23,Madhya Pradesh,451,Jabalpur,29,38.7,16.2,6.300000000000001,36.8,.224
3_23_451_0,2011,Urban,3,India,23,Madhya Pradesh,451,Jabalpur,37.7,16.9,20.9,4.3,31,.156
3_23_452_0,2011,Rural,3,India,23,Madhya Pradesh,452,Narsimhapur,31.1,16.1,23.9,3.4,24.2,.104
3_23_452_0,2011,Total,3,India,23,Madhya Pradesh,452,Narsimhapur,31.7,16.2,23.7,3.4,24.9,.108
3_23_452_0,2011,Urban,3,India,23,Madhya Pradesh,452,Narsimhapur,36,17.1,22.9,3.6,29.1,.133
3_23_453_0,2011,Rural,3,India,23,Madhya Pradesh,453,Dindori,14.3,76,29.7,2.8,18.2,.067
3_23_453_0,2011,Total,3,India,23,Madhya Pradesh,453,Dindori,14.7,74.5,28.9,2.9,19.2,.072
3_23_453_0,2011,Urban,3,India,23,Madhya Pradesh,453,Dindori,23.7,43.8,22.9,3.6,26.4,.113
3_23_454_0,2011,Rural,3,India,23,Madhya Pradesh,454,Mandla,15,69.90000000000001,25.3,3.3,24.1,.091
3_23_454_0,2011,Total,3,India,23,Madhya Pradesh,454,Mandla,16.4,67.60000000000001,24.3,3.4,26.5,.11
3_23_454_0,2011,Urban,3,India,23,Madhya Pradesh,454,Mandla,27.5,49.6,20.5,3.4,31.2,.157
3_23_455_0,2011,Rural,3,India,23,Madhya Pradesh,455,Chhindwara,15.3,71,29.1,2.1,19,.059
3_23_455_0,2011,Total,3,India,23,Madhya Pradesh,455,Chhindwara,18.3,62.6,25.1,2.7,24.2,.098
3_23_455_0,2011,Urban,3,India,23,Madhya Pradesh,455,Chhindwara,29.7,29.8,24,3.3,27.5,.135
3_23_456_0,2011,Rural,3,India,23,Madhya Pradesh,456,Seoni,18.2,40.6,29.9,1.8,17.6,.06
3_23_456_0,2011,Total,3,India,23,Madhya Pradesh,456,Seoni,18.7,38.6,29.9,1.8,17.7,.058
3_23_456_0,2011,Urban,3,India,23,Madhya Pradesh,456,Seoni,22.4,25.6,30.3,2.2,16.3,.043
3_23_457_0,2011,Rural,3,India,23,Madhya Pradesh,457,Balaghat,16.7,63.7,27.6,2.2,21.7,.079
3_23_457_0,2011,Total,3,India,23,Madhya Pradesh,457,Balaghat,17.1,64,27.1,2.2,21.2,.075
3_23_457_0,2011,Urban,3,India,23,Madhya Pradesh,457,Balaghat,20.8,67,31.6,1.8,15.2,.043
3_23_458_0,2011,Rural,3,India,23,Madhya Pradesh,458,Guna,22.9,15.4,31.6,1.8,13.5,.031
3_23_458_0,2011,Total,3,India,23,Madhya Pradesh,458,Guna,25.9,14.7,28.3,1.8,19.7,.072
3_23_458_0,2011,Urban,3,India,23,Madhya Pradesh,458,Guna,42.6,10.5,21.1,4.7,34.5,.193
3_23_459_0,2011,Rural,3,India,23,Madhya Pradesh,459,Ashoknagar,29.6,13.6,30,2.4,14.5,.04
3_23_459_0,2011,Total,3,India,23,Madhya Pradesh,459,Ashoknagar,29.5,14.4,28.5,2.4,17.1,.052
3_23_459_0,2011,Urban,3,India,23,Madhya Pradesh,459,Ashoknagar,28.7,17.9,26.2,2.5,23.8,.091
3_23_460_0,2011,Rural,3,India,23,Madhya Pradesh,460,Shahdol,15,75.60000000000001,28.8,2.5,19.8,.064
3_23_460_0,2011,Total,3,India,23,Madhya Pradesh,460,Shahdol,16.8,70.40000000000001,25.9,2.9,23.8,.093
3_23_460_0,2011,Urban,3,India,23,Madhya Pradesh,460,Shahdol,27.5,39.8,20.9,4,32,.162
3_23_461_0,2011,Rural,3,India,23,Madhya Pradesh,461,Anuppur,15.1,62.5,28.1,2.2,19.3,.06
3_23_461_0,2011,Total,3,India,23,Madhya Pradesh,461,Anuppur,19.9,50.2,22.6,3.6,26.4,.11
3_23_461_0,2011,Urban,3,India,23,Madhya Pradesh,461,Anuppur,30,24.6,23.8,3.3,25.4,.109
3_23_462_0,2011,Rural,3,India,23,Madhya Pradesh,462,Sidhi,17.1,46.6,26.6,2.8,21.5,.075
3_23_462_0,2011,Total,3,India,23,Madhya Pradesh,462,Sidhi,17.5,45.8,26,2.8,22,.08
3_23_462_0,2011,Urban,3,India,23,Madhya Pradesh,462,Sidhi,25.6,27.3,23.9,3.7,28,.142
3_23_463_0,2011,Rural,3,India,23,Madhya Pradesh,463,Singrauli,15.7,46.6,22.7,5,26,.153
3_23_463_0,2011,Total,3,India,23,Madhya Pradesh,463,Singrauli,17.8,45.1,20.6,5.300000000000001,27.5,.159
3_23_463_0,2011,Urban,3,India,23,Madhya Pradesh,463,Singrauli,27.5,38,24,3.3,26.5,.112
3_23_464_0,2011,Rural,3,India,23,Madhya Pradesh,464,Jhabua,21.7,25.4,28.7,2.3,19.9,.064
3_23_464_0,2011,Total,3,India,23,Madhya Pradesh,464,Jhabua,23.8,23.1,26.2,2.8,21.7,.075
3_23_464_0,2011,Urban,3,India,23,Madhya Pradesh,464,Jhabua,39.40000000000001,5.7,31.2,2.5,18.4,.06
3_23_465_0,2011,Rural,3,India,23,Madhya Pradesh,465,Alirajpur,15.6,44.1,26.5,2.5,19.9,.068
3_23_465_0,2011,Total,3,India,23,Madhya Pradesh,465,Alirajpur,16.3,42.8,25.4,2.8,21.2,.076
3_23_465_0,2011,Urban,3,India,23,Madhya Pradesh,465,Alirajpur,31.4,15.8,25.5,2.8,20.1,.079
3_23_466_0,2011,Rural,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),18.7,42.3,31.2,1.8,14.6,.036
3_23_466_0,2011,Total,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),20.3,41.2,29,2.4,17.6,.051
3_23_466_0,2011,Urban,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),26.6,36.9,24.8,3.1,24.5,.094
3_23_467_0,2011,Rural,3,India,23,Madhya Pradesh,467,Burhanpur,21.8,20.8,29.6,3,18.5,.062
3_23_467_0,2011,Total,3,India,23,Madhya Pradesh,467,Burhanpur,24.4,28.1,26.4,2.8,25.9,.116
3_23_467_0,2011,Urban,3,India,23,Madhya Pradesh,467,Burhanpur,28.7,40.2,22.1,3.1,34.3,.201
3_24_468_0,2011,Rural,3,India,24,Gujarat,468,Kachchh,40.6,3.9,24.8,2.7,25.6,.107
3_24_468_0,2011,Total,3,India,24,Gujarat,468,Kachchh,49.6,5.600000000000001,22.4,3.6,27.6,.121
3_24_468_0,2011,Urban,3,India,24,Gujarat,468,Kachchh,56.1,6.800000000000001,22.8,3.5,28.3,.128
3_24_469_0,2011,Rural,3,India,24,Gujarat,469,Banas Kantha,29,9.9,30.2,2.2,16.4,.044
3_24_469_0,2011,Total,3,India,24,Gujarat,469,Banas Kantha,30.1,11,29.5,2.3,17.4,.05
3_24_469_0,2011,Urban,3,India,24,Gujarat,469,Banas Kantha,35.1,16.4,27.8,2.5,22,.081
3_24_470_0,2011,Rural,3,India,24,Gujarat,470,Patan,26.9,40.40000000000001,25.5,2.5,22.5,.079
3_24_470_0,2011,Total,3,India,24,Gujarat,470,Patan,28.2,41.8,24.6,2.8,24.2,.092
3_24_470_0,2011,Urban,3,India,24,Gujarat,470,Patan,35.6,49.3,20.7,3.8,31.7,.165
3_24_471_0,2011,Rural,3,India,24,Gujarat,471,Mahesana,31.8,8.4,26.9,2.1,20.1,.065
3_24_471_0,2011,Total,3,India,24,Gujarat,471,Mahesana,37.5,12.2,22.7,3.2,27.4,.121
3_24_471_0,2011,Urban,3,India,24,Gujarat,471,Mahesana,61.3,27.8,15.3,6.9,37.9,.265
3_24_472_0,2011,Rural,3,India,24,Gujarat,472,Sabar Kantha,26,37.9,25.5,3.1,24,.09
3_24_472_0,2011,Total,3,India,24,Gujarat,472,Sabar Kantha,25.8,39.90000000000001,25.4,3.1,24.6,.096
3_24_472_0,2011,Urban,3,India,24,Gujarat,472,Sabar Kantha,23.1,67.10000000000001,23.5,3.3,27.4,.118
3_24_473_0,2011,Rural,3,India,24,Gujarat,473,Gandhinagar,33.8,26.6,21.7,4.800000000000001,32.8,.179
3_24_473_0,2011,Total,3,India,24,Gujarat,473,Gandhinagar,45.5,20.6,17.9,4.4,35.3,.202
3_24_473_0,2011,Urban,3,India,24,Gujarat,473,Gandhinagar,70.7,7.600000000000001,21.3,3.8,30.7,.153
3_24_474_0,2011,Rural,3,India,24,Gujarat,474,Ahmadabad,38.8,3.5,26.9,2.3,21.2,.071
3_24_474_0,2011,Total,3,India,24,Gujarat,474,Ahmadabad,54.8,6,21.9,3.4,30.6,.155
3_24_474_0,2011,Urban,3,India,24,Gujarat,474,Ahmadabad,58.6,6.600000000000001,21.6,3.8,32.2,.172
3_24_475_0,2011,Rural,3,India,24,Gujarat,475,Surendranagar,41.40000000000001,1.1,23.5,2.5,30.2,.164
3_24_475_0,2011,Total,3,India,24,Gujarat,475,Surendranagar,41.90000000000001,4.800000000000001,23.1,2.5,30.3,.162
3_24_475_0,2011,Urban,3,India,24,Gujarat,475,Surendranagar,44.40000000000001,20.7,22.7,3.7,30.2,.146
3_24_476_0,2011,Rural,3,India,24,Gujarat,476,Rajkot,49.5,9.700000000000001,21.5,3.5,31.5,.16
3_24_476_0,2011,Total,3,India,24,Gujarat,476,Rajkot,52.40000000000001,5.600000000000001,22.7,3.7,29.3,.137
3_24_476_0,2011,Urban,3,India,24,Gujarat,476,Rajkot,54.3,3.1,23.8,3.5,27.3,.119
3_24_477_0,2011,Rural,3,India,24,Gujarat,477,Jamnagar,29.9,11.7,28.7,2.5,18.9,.059
3_24_477_0,2011,Total,3,India,24,Gujarat,477,Jamnagar,33.6,10.6,26.7,2.5,21.1,.072
3_24_477_0,2011,Urban,3,India,24,Gujarat,477,Jamnagar,41.6,8.1,25.7,3.1,24.6,.094
3_24_478_0,2011,Rural,3,India,24,Gujarat,478,Porbandar,29.1,4.800000000000001,32.4,1.8,12.8,.027
3_24_478_0,2011,Total,3,India,24,Gujarat,478,Porbandar,33.3,13.3,28.2,2.4,18.8,.059
3_24_478_0,2011,Urban,3,India,24,Gujarat,478,Porbandar,37.9,22.4,25.6,2.7,23.9,.091
3_24_479_0,2011,Rural,3,India,24,Gujarat,479,Junagadh,37.7,4.9,26.2,2.6,22.8,.085
3_24_479_0,2011,Total,3,India,24,Gujarat,479,Junagadh,40.6,5.600000000000001,25.8,2.5,22.3,.08
3_24_479_0,2011,Urban,3,India,24,Gujarat,479,Junagadh,46.5,7,26.7,2.7,21.3,.071
3_24_480_0,2011,Rural,3,India,24,Gujarat,480,Amreli,28.8,21.7,27.8,2.3,18.4,.057
3_24_480_0,2011,Total,3,India,24,Gujarat,480,Amreli,31.2,20.4,26.8,2.3,21,.078
3_24_480_0,2011,Urban,3,India,24,Gujarat,480,Amreli,40.8,15.5,25.1,2.6,29.1,.156
3_24_481_0,2011,Rural,3,India,24,Gujarat,481,Bhavnagar,31.3,2.4,28.4,2.1,18.2,.053
3_24_481_0,2011,Total,3,India,24,Gujarat,481,Bhavnagar,35.9,10,25.7,2.4,20.9,.069
3_24_481_0,2011,Urban,3,India,24,Gujarat,481,Bhavnagar,42.1,20.4,24.5,3.1,23.5,.089
3_24_482_0,2011,Rural,3,India,24,Gujarat,482,Anand,24,33.2,29.2,1.9,17.4,.049
3_24_482_0,2011,Total,3,India,24,Gujarat,482,Anand,28,32.1,26.3,2.5,22.1,.08
3_24_482_0,2011,Urban,3,India,24,Gujarat,482,Anand,41.90000000000001,28.5,22.4,3.6,29.2,.137
3_24_483_0,2011,Rural,3,India,24,Gujarat,483,Kheda,23.9,21.4,30.2,2.5,17,.047
3_24_483_0,2011,Total,3,India,24,Gujarat,483,Kheda,24.6,27.1,29.5,2.5,18.3,.054
3_24_483_0,2011,Urban,3,India,24,Gujarat,483,Kheda,27.9,55.1,26.4,3.1,23.4,.089
3_24_484_0,2011,Rural,3,India,24,Gujarat,484,Panch Mahals,22.9,36.5,28.8,2.1,20.6,.077
3_24_484_0,2011,Total,3,India,24,Gujarat,484,Panch Mahals,25.3,32,26.5,2.8,21.8,.083
3_24_484_0,2011,Urban,3,India,24,Gujarat,484,Panch Mahals,40.2,4.4,32,2.2,18.6,.059
3_24_485_0,2011,Rural,3,India,24,Gujarat,485,Dohad,18.8,78.7,34,1.4,10.8,.031
3_24_485_0,2011,Total,3,India,24,Gujarat,485,Dohad,21.4,73,31.3,1.5,17.2,.071
3_24_485_0,2011,Urban,3,India,24,Gujarat,485,Dohad,51.40000000000001,6.7,21.4,3.3,31.9,.164
3_24_486_0,2011,Rural,3,India,24,Gujarat,486,Vadodara,30.8,18.2,27.1,2.3,21.5,.076
3_24_486_0,2011,Total,3,India,24,Gujarat,486,Vadodara,42,14.3,22.2,3.7,27.5,.119
3_24_486_0,2011,Urban,3,India,24,Gujarat,486,Vadodara,55.90000000000001,9.5,22.1,3.8,28.7,.13
3_24_487_0,2011,Rural,3,India,24,Gujarat,487,Narmada,25.8,32.6,29,1.9,16.2,.044
3_24_487_0,2011,Total,3,India,24,Gujarat,487,Narmada,26.4,33.9,28.7,2,16.8,.048
3_24_487_0,2011,Urban,3,India,24,Gujarat,487,Narmada,33.2,49.5,25.9,2.3,22.6,.083
